interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
PLG_PARD3,PARs,Plg,Pard3,,,,,KEGG: mmu04080,Secreted Signaling,Plg  - Pard3,False,Plg,Peptidase S1,Secreted,"Blood coagulation, Protease, Secreted, Disulfide bond, Tissue remodeling, Glycoprotein, Thrombophilia, Disease variant, Fibrinolysis, Hydrolase, Reference proteome, Signal, Phosphoprotein, Direct protein sequencing, Kringle, Cleavage on pair of basic residues, Zymogen, 3D-structure, Hemostasis, Serine protease, Repeat",secreted,False,Pard3,PAR3,"Cell membrane, Endomembrane system, Tight junction, Adherens junction, Cytoplasm, Cell cortex, Cell junction, Cytoskeleton","Coiled coil, Membrane, Differentiation, Lipid-binding, Cytoplasm, Alternative splicing, Tight junction, Cell cycle, Disease variant, Reference proteome, Cell membrane, Phosphoprotein, Cell division, Cytoskeleton, 3D-structure, Cell junction, Acetylation, Repeat",,,,,,CellChatDB v1
PRSS2_PARD3,PARs,Prss2,Pard3,,,,,KEGG: mmu04080,Secreted Signaling,Prss2  - Pard3,False,Prss2,Peptidase S1,"Secreted, Extracellular space","Signal, Hydrolase, Reference proteome, Metal-binding, Disulfide bond, Protease, Sulfation, Secreted, Direct protein sequencing, Calcium, Digestion, Zymogen, Serine protease",,,Pard3,PAR3,"Cell membrane, Endomembrane system, Tight junction, Adherens junction, Cytoplasm, Cell cortex, Cell junction, Cytoskeleton","Coiled coil, Membrane, Differentiation, Lipid-binding, Cytoplasm, Alternative splicing, Tight junction, Cell cycle, Disease variant, Reference proteome, Cell membrane, Phosphoprotein, Cell division, Cytoskeleton, 3D-structure, Cell junction, Acetylation, Repeat",,,,,,CellChatDB v1
TRY4_PARD3,PARs,Try4,Pard3,,,,,KEGG: mmu04080,Secreted Signaling,Try4  - Pard3,False,Try4,Peptidase S1,"Secreted, Extracellular space","Signal, Hydrolase, Reference proteome, Metal-binding, Disulfide bond, Protease, Sulfation, Secreted, Calcium, Digestion, Zymogen, Alternative splicing, 3D-structure, Serine protease, Disease variant, Signal, Hydrolase, Reference proteome, Metal-binding, Disulfide bond, Protease, Sulfation, Secreted, Direct protein sequencing, Calcium, Digestion, Zymogen, 3D-structure, Serine protease, Signal, Hydrolase, Reference proteome, Metal-binding, Disulfide bond, Protease, Secreted, Calcium, Zymogen, Serine protease, Signal, Hydrolase, Reference proteome, Metal-binding, Disulfide bond, Protease, Sulfation, Secreted, Direct protein sequencing, Calcium, Digestion, Zymogen, Serine protease",,,Pard3,PAR3,"Cell membrane, Endomembrane system, Tight junction, Adherens junction, Cytoplasm, Cell cortex, Cell junction, Cytoskeleton","Coiled coil, Membrane, Differentiation, Lipid-binding, Cytoplasm, Alternative splicing, Tight junction, Cell cycle, Disease variant, Reference proteome, Cell membrane, Phosphoprotein, Cell division, Cytoskeleton, 3D-structure, Cell junction, Acetylation, Repeat",,,,,,CellChatDB v1
TRY10_PARD3,PARs,Try10,Pard3,,,,,KEGG: mmu04080,Secreted Signaling,Try10  - Pard3,False,Try10,Peptidase S1,"Secreted, Extracellular space","Disease variant, Signal, Hydrolase, Reference proteome, Metal-binding, Disulfide bond, Protease, Sulfation, Secreted, Direct protein sequencing, Calcium, Digestion, Zymogen, 3D-structure, Serine protease, Signal, Hydrolase, Reference proteome, Metal-binding, Disulfide bond, Protease, Secreted, Calcium, Zymogen, Serine protease, Signal, Hydrolase, Reference proteome, Metal-binding, Disulfide bond, Protease, Sulfation, Secreted, Direct protein sequencing, Calcium, Digestion, Zymogen, Serine protease",,,Pard3,PAR3,"Cell membrane, Endomembrane system, Tight junction, Adherens junction, Cytoplasm, Cell cortex, Cell junction, Cytoskeleton","Coiled coil, Membrane, Differentiation, Lipid-binding, Cytoplasm, Alternative splicing, Tight junction, Cell cycle, Disease variant, Reference proteome, Cell membrane, Phosphoprotein, Cell division, Cytoskeleton, 3D-structure, Cell junction, Acetylation, Repeat",,,,,,CellChatDB v1
PMCH_MCHR1,PMCH,Pmch,Mchr1,,,,,KEGG: mmu04080,Secreted Signaling,Pmch  - Mchr1,True,Pmch,Melanin-concentrating hormone,Secreted,"Reference proteome, Reference proteome, Signal, Developmental protein, Reference proteome, Disulfide bond, Amidation, Secreted, Neuropeptide, Differentiation, Cleavage on pair of basic residues, Spermatogenesis, Hormone",hormone,False,Mchr1,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
PROK1_PROKR2,PROK,Prok1,Prokr2,,,,,PMID: 24496457,Secreted Signaling,Prok1  - Prokr2,False,Prok1,AVIT (prokineticin),Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis",growth factor,False,Prokr2,G-protein coupled receptor 1,Cell membrane,"Transducer, Disease variant, Membrane, Reference proteome, Kallmann syndrome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Hypogonadotropic hypogonadism, Glycoprotein",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
PROK1_PROKR1,PROK,Prok1,Prokr1,,,,,PMID: 24496457,Secreted Signaling,Prok1  - Prokr1,False,Prok1,AVIT (prokineticin),Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis",growth factor,False,Prokr1,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
PROK2_PROKR1,PROK,Prok2,Prokr1,,,,,PMID: 24496457,Secreted Signaling,Prok2  - Prokr1,False,Prok2,AVIT (prokineticin),Secreted,"Disease variant, Signal, Reference proteome, Biological rhythms, Kallmann syndrome, Disulfide bond, Secreted, Neuropeptide, Direct protein sequencing, Alternative splicing, Hypogonadotropic hypogonadism",secreted,False,Prokr1,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
PROK2_PROKR2,PROK,Prok2,Prokr2,,,,,PMID: 24496457,Secreted Signaling,Prok2  - Prokr2,False,Prok2,AVIT (prokineticin),Secreted,"Disease variant, Signal, Reference proteome, Biological rhythms, Kallmann syndrome, Disulfide bond, Secreted, Neuropeptide, Direct protein sequencing, Alternative splicing, Hypogonadotropic hypogonadism",secreted,False,Prokr2,G-protein coupled receptor 1,Cell membrane,"Transducer, Disease variant, Membrane, Reference proteome, Kallmann syndrome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Hypogonadotropic hypogonadism, Glycoprotein",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
ADCYAP1_ADCYAP1R1,PACAP,Adcyap1,Adcyap1r1,,,,,PMID: 21350482,Secreted Signaling,Adcyap1  - Adcyap1r1,False,Adcyap1,Glucagon,Secreted,"Signal, Reference proteome, Amidation, Secreted, Cleavage on pair of basic residues, Neurogenesis, 3D-structure, Hormone",hormone,False,Adcyap1r1,G-protein coupled receptor 2,Cell membrane,"Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Spermatogenesis, Alternative splicing, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, 3D-structure",Receptors,GPCR;Secretin,,,True,CellChatDB v1
VIP_VIPR1,VIP,Vip,Vipr1,,,,,PMID: 10655512,Secreted Signaling,Vip  - Vipr1,False,Vip,Glucagon,Secreted,"Signal, Reference proteome, Amidation, Secreted, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone",hormone,False,Vipr1,G-protein coupled receptor 2,Cell membrane,"Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Secretin,,,True,CellChatDB v1
VIP_VIPR2,VIP,Vip,Vipr2,,,,,KEGG: mmu04080,Secreted Signaling,Vip  - Vipr2,False,Vip,Glucagon,Secreted,"Signal, Reference proteome, Amidation, Secreted, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone",hormone,False,Vipr2,G-protein coupled receptor 2,Cell membrane,"Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Secretin,,,True,CellChatDB v1
NPPA_NPR1,NPR1,Nppa,Npr1,,,,,KEGG: mmu04080; PMID:29934640,Secreted Signaling,Nppa  - Npr1,False,Nppa,Natriuretic peptide,Secreted,"Cell projection, Disease variant, Signal, Reference proteome, Phosphoprotein, Disulfide bond, Secreted, Cardiomyopathy, Direct protein sequencing, Vasodilator, Atrial fibrillation, Vasoactive, 3D-structure, Hormone",hormone,False,Npr1,Adenylyl cyclase class-4/guanylyl cyclase,Membrane,"Membrane, Signal, Reference proteome, cGMP biosynthesis, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, GTP-binding, Vasoactive, Chloride, Lyase, Nucleotide-binding, Glycoprotein",Receptors,Kinase;RGC,,,True,CellChatDB v1
NPPB_NPR1,NPR1,Nppb,Npr1,,,,,KEGG: mmu04080; PMID:29934640,Secreted Signaling,Nppb  - Npr1,False,Nppb,Natriuretic peptide,Secreted,"Signal, Reference proteome, Pharmaceutical, Disulfide bond, Secreted, Direct protein sequencing, Vasodilator, Vasoactive, 3D-structure, Hormone, Glycoprotein",,,Npr1,Adenylyl cyclase class-4/guanylyl cyclase,Membrane,"Membrane, Signal, Reference proteome, cGMP biosynthesis, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, GTP-binding, Vasoactive, Chloride, Lyase, Nucleotide-binding, Glycoprotein",Receptors,Kinase;RGC,,,True,CellChatDB v1
NPPC_NPR2,NPR2,Nppc,Npr2,,,,,KEGG: mmu04080; PMID:29934640,Secreted Signaling,Nppc  - Npr2,False,Nppc,Natriuretic peptide,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, Osteogenesis, Cleavage on pair of basic residues, Vasoactive, 3D-structure, Hormone",,,Npr2,Adenylyl cyclase class-4/guanylyl cyclase,Cell membrane,"Membrane, cGMP biosynthesis, Disulfide bond, Transmembrane, Receptor, Alternative splicing, GTP-binding, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Osteogenesis, Lyase, Nucleotide-binding, Dwarfism",Receptors,Kinase;RGC,,,,CellChatDB v1
KITL_KIT,KIT,Kitl,Kit,,,,,KEGG: mmu04080,Secreted Signaling,Kitl  - Kit,False,Kitl,SCF,"Cytoplasm, Secreted, Cell projection, Cell membrane, Filopodium, Lamellipodium, Cytoskeleton","Membrane, Secreted, Disulfide bond, Transmembrane, Growth factor, Cytoplasm, Alternative splicing, Deafness, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Cytoskeleton, 3D-structure, Non-syndromic deafness, Cell adhesion",growth factor,True,Kit,"Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Metal-binding, Transmembrane helix, Cell membrane, Proto-oncogene, Phosphoprotein, Direct protein sequencing, 3D-structure, Nucleotide-binding, Magnesium, Ubl conjugation",Receptors,Kinase;PDGFR,,,True,CellChatDB v1
GCG_GIPR,GIPR,Gcg,Gipr,,,,,KEGG: mmu04080,Secreted Signaling,Gcg  - Gipr,False,Gcg,Glucagon,Secreted,"Signal, Reference proteome, Pharmaceutical, Amidation, Secreted, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone",hormone,False,Gipr,G-protein coupled receptor 2,Cell membrane,"Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Secretin,,,True,CellChatDB v1
GIP_GIPR,GIPR,Gip,Gipr,,,,,KEGG: mmu04080,Secreted Signaling,Gip  - Gipr,False,Gip,Glucagon,Secreted,"Cleavage on pair of basic residues, Hormone, Signal, Reference proteome, 3D-structure, Secreted, Direct protein sequencing",hormone,False,Gipr,G-protein coupled receptor 2,Cell membrane,"Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Secretin,,,True,CellChatDB v1
FSHB_FSHR,FSH,Fshb,Fshr,,,,,KEGG: mmu04080,Secreted Signaling,Fshb  - Fshr,False,Fshb,Glycoprotein hormones subunit beta,Secreted,"Disease variant, Signal, Reference proteome, Pharmaceutical, Disulfide bond, Secreted, Direct protein sequencing, Hypogonadotropic hypogonadism, 3D-structure, Hormone, Glycoprotein",hormone,False,Fshr,G-protein coupled receptor 1,Cell membrane,"Membrane, Leucine-rich repeat, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Sulfation, G-protein coupled receptor, 3D-structure, Repeat",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
CGA_FSHR,FSH,Cga,Fshr,,,,,KEGG: mmu04080,Secreted Signaling,Cga  - Fshr,False,Cga,Glycoprotein hormones subunit alpha,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, 3D-structure, Hormone, Glycoprotein",hormone,False,Fshr,G-protein coupled receptor 1,Cell membrane,"Membrane, Leucine-rich repeat, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Sulfation, G-protein coupled receptor, 3D-structure, Repeat",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
LHB_LHCGR,LHB,Lhb,Lhcgr,,,,,KEGG: mmu04080,Secreted Signaling,Lhb  - Lhcgr,False,Lhb,Glycoprotein hormones subunit beta,Secreted,"Secreted, Signal, Reference proteome, Alternative splicing, Glycoprotein, Disulfide bond, Hormone, Secreted, Signal, Reference proteome, Glycoprotein, Disulfide bond, Hormone, Signal, Reference proteome, Pharmaceutical, Disulfide bond, Secreted, Direct protein sequencing, Alternative splicing, 3D-structure, Hormone, Glycoprotein, Secreted, Signal, Reference proteome, Disulfide bond, Glycoprotein, Disease variant, Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, Hypogonadotropic hypogonadism, Hormone, Glycoprotein",hormone,False,Lhcgr,G-protein coupled receptor 1,Cell membrane,"Membrane, Leucine-rich repeat, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Disease variant, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Sulfation, G-protein coupled receptor, 3D-structure, Palmitate, Repeat",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
CGA_LHCGR,LHB,Cga,Lhcgr,,,,,KEGG: mmu04080,Secreted Signaling,Cga  - Lhcgr,False,Cga,Glycoprotein hormones subunit alpha,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, 3D-structure, Hormone, Glycoprotein",hormone,False,Lhcgr,G-protein coupled receptor 1,Cell membrane,"Membrane, Leucine-rich repeat, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Disease variant, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Sulfation, G-protein coupled receptor, 3D-structure, Palmitate, Repeat",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
TSHB_TSHR,TSH,Tshb,Tshr,,,,,KEGG: mmu04080,Secreted Signaling,Tshb  - Tshr,False,Tshb,Glycoprotein hormones subunit beta,Secreted,"Disease variant, Signal, Reference proteome, Pharmaceutical, Disulfide bond, Secreted, Direct protein sequencing, Alternative splicing, Congenital hypothyroidism, 3D-structure, Hormone, Glycoprotein",hormone,False,Tshr,G-protein coupled receptor 1,"Basolateral cell membrane, Cell membrane","Membrane, Leucine-rich repeat, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Congenital hypothyroidism, Glycoprotein, Transducer, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Sulfation, Direct protein sequencing, G-protein coupled receptor, 3D-structure, Repeat",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
CGA_TSHR,TSH,Cga,Tshr,,,,,KEGG: mmu04080,Secreted Signaling,Cga  - Tshr,False,Cga,Glycoprotein hormones subunit alpha,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, 3D-structure, Hormone, Glycoprotein",hormone,False,Tshr,G-protein coupled receptor 1,"Basolateral cell membrane, Cell membrane","Membrane, Leucine-rich repeat, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Congenital hypothyroidism, Glycoprotein, Transducer, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Sulfation, Direct protein sequencing, G-protein coupled receptor, 3D-structure, Repeat",Receptors,GPCR;Rhodopsin,,,True,CellChatDB v1
BDNF_NTRK2,NT,Bdnf,Ntrk2,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,Bdnf  - Ntrk2,True,Bdnf,NGF-beta,Secreted,"Disease variant, Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Alternative promoter usage, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Glycoprotein",growth factor,False,Ntrk2,"Protein kinase superfamily, Tyr protein kinase","Cell membrane, Cell projection, Axon, Perinuclear region, Dendrite, Endosome membrane, Cytoplasm, Early endosome membrane, Postsynaptic density","Membrane, Leucine-rich repeat, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Receptor, Neurogenesis, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Obesity, Transmembrane helix, Cell membrane, Epilepsy, Phosphoprotein, Synapse, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation",Receptors,Kinase;neutrophin,,,True,CellChatDB v1
NGF_NTRK1,NT,Ngf,Ntrk1,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,Ngf  - Ntrk1,True,Ngf,NGF-beta,"Secreted, Endosome lumen","Protease inhibitor, Disulfide bond, Secreted, Growth factor, Lipid-binding, Neuropathy, Metalloenzyme inhibitor, Glycoprotein, Disease variant, Signal, Reference proteome, Neurodegeneration, Metalloprotease inhibitor, Cleavage on pair of basic residues, 3D-structure, Endosome",growth factor,False,Ntrk1,"Protein kinase superfamily, Tyr protein kinase","Cell membrane, Recycling endosome membrane, Late endosome membrane, Early endosome membrane","Membrane, Leucine-rich repeat, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Receptor, Neurogenesis, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Chromosomal rearrangement, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation",Receptors,Kinase;neutrophin,,,True,CellChatDB v1
FLT3L_FLT3,FLT3,Flt3l,Flt3,,,,,PMID: 25992210,Secreted Signaling,Flt3l  - Flt3,False,Flt3l,,"Cell membrane, Secreted","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Secreted, Transmembrane, Alternative splicing, 3D-structure, Cytokine, Glycoprotein",cytokine,True,Flt3,"Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum lumen, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Proto-oncogene, Transmembrane helix, Phosphoprotein, 3D-structure, Nucleotide-binding, Ubl conjugation",Receptors,Kinase;PDGFR,,,True,CellChatDB v1
HGF_MET,HGF,Hgf,Met,,,,,PMID: 28475121,Secreted Signaling,Hgf  - Met,False,Hgf,Peptidase S1,,"Repeat, Signal, Reference proteome, Pyrrolidone carboxylic acid, Serine protease homolog, Disulfide bond, Growth factor, Direct protein sequencing, Kringle, Alternative splicing, Deafness, 3D-structure, Non-syndromic deafness, Glycoprotein",growth factor,False,Met,"Protein kinase superfamily, Tyr protein kinase","Secreted, Membrane","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Deafness, Repeat, Transferase, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Proto-oncogene, Transmembrane helix, Phosphoprotein, 3D-structure, Non-syndromic deafness, Nucleotide-binding, Ubl conjugation",Receptors,Kinase;Other,,,True,CellChatDB v1
NGFA_NTRK1,NT,Klk1b4,Ntrk1,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,Ngfa  - Ntrk1,False,Klk1b4,Peptidase S1,Secreted,"Signal, Hydrolase, Reference proteome, Protease, Disulfide bond, Zymogen, Alternative splicing, 3D-structure, Serine protease, Glycoprotein, Signal, Hydrolase, Reference proteome, Protease, Disulfide bond, Secreted, Direct protein sequencing, Zymogen, Alternative splicing, 3D-structure, Serine protease, Glycoprotein, Signal, Hydrolase, Reference proteome, Protease, Disulfide bond, Direct protein sequencing, Zymogen, Alternative splicing, 3D-structure, Serine protease, Glycoprotein",,,Ntrk1,"Protein kinase superfamily, Tyr protein kinase","Cell membrane, Recycling endosome membrane, Late endosome membrane, Early endosome membrane","Membrane, Leucine-rich repeat, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Receptor, Neurogenesis, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Chromosomal rearrangement, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation",Receptors,Kinase;neutrophin,,,True,CellChatDB v1
NTF3_NTRK1,NT,Ntf3,Ntrk1,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,Ntf3  - Ntrk1,False,Ntf3,NGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Glycoprotein",growth factor,False,Ntrk1,"Protein kinase superfamily, Tyr protein kinase","Cell membrane, Recycling endosome membrane, Late endosome membrane, Early endosome membrane","Membrane, Leucine-rich repeat, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Receptor, Neurogenesis, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Chromosomal rearrangement, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation",Receptors,Kinase;neutrophin,,,True,CellChatDB v1
NTF3_NTRK2,NT,Ntf3,Ntrk2,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,Ntf3  - Ntrk2,True,Ntf3,NGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Glycoprotein",growth factor,False,Ntrk2,"Protein kinase superfamily, Tyr protein kinase","Cell membrane, Cell projection, Axon, Perinuclear region, Dendrite, Endosome membrane, Cytoplasm, Early endosome membrane, Postsynaptic density","Membrane, Leucine-rich repeat, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Receptor, Neurogenesis, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Obesity, Transmembrane helix, Cell membrane, Epilepsy, Phosphoprotein, Synapse, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation",Receptors,Kinase;neutrophin,,,True,CellChatDB v1
NTF3_NTRK3,NT,Ntf3,Ntrk3,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,Ntf3  - Ntrk3,False,Ntf3,NGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Glycoprotein",growth factor,False,Ntrk3,"Protein kinase superfamily, Tyr protein kinase",Membrane,"Membrane, Leucine-rich repeat, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Receptor, Neurogenesis, Alternative splicing, Tyrosine-protein kinase, Transferase, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Nucleotide-binding, Repeat",Receptors,Kinase;neutrophin,,,True,CellChatDB v1
NTF5_NTRK2,NT,Ntf5,Ntrk2,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,Ntf5  - Ntrk2,True,Ntf5,NGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Glaucoma, Cleavage on pair of basic residues, 3D-structure, Glycoprotein",growth factor,False,Ntrk2,"Protein kinase superfamily, Tyr protein kinase","Cell membrane, Cell projection, Axon, Perinuclear region, Dendrite, Endosome membrane, Cytoplasm, Early endosome membrane, Postsynaptic density","Membrane, Leucine-rich repeat, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Receptor, Neurogenesis, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Obesity, Transmembrane helix, Cell membrane, Epilepsy, Phosphoprotein, Synapse, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation",Receptors,Kinase;neutrophin,,,True,CellChatDB v1
