interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
H2-M10.1_CD8B1,MHC-I,H2-M10.1,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-m10.1  - Cd8b1,False,H2-M10.1,MHC class I,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen, Lysosome membrane, Early endosome membrane, Secreted, Cell projection, Alpha chain G]: Secreted, Early endosome, Filopodium membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure, Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein, Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-T18_CD8B1,MHC-I,H2-T18,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-t18  - Cd8b1,False,H2-T18,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Transmembrane helix, Disulfide bond, Secreted, Cell membrane, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Endoplasmic reticulum, Glycoprotein",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-Q9_CD8B1,MHC-I,H2-Q9,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-q9  - Cd8b1,False,H2-Q9,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Transmembrane helix, Disulfide bond, Secreted, Cell membrane, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Endoplasmic reticulum, Glycoprotein",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-T26_CD8B1,MHC-I,H2-T26,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-T26  - Cd8b1,False,H2-T26,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Transmembrane helix, Disulfide bond, Secreted, Cell membrane, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Endoplasmic reticulum, Glycoprotein",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-L_CD8B1,MHC-I,H2-L,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-l  - Cd8b1,False,H2-L,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Transmembrane helix, Disulfide bond, Secreted, Cell membrane, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Endoplasmic reticulum, Glycoprotein",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
GM10499_CD8B1,MHC-I,Gm10499,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,Gm10499  - Cd8b1,False,Gm10499,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Transmembrane helix, Disulfide bond, Secreted, Cell membrane, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Endoplasmic reticulum, Glycoprotein",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-Q4_CD8B1,MHC-I,H2-Q4,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-q4  - Cd8b1,False,H2-Q4,MHC class I,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-T-PS_CD8B1,MHC-I,H2-T-ps,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-t-ps  - Cd8b1,False,H2-T-ps,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Transmembrane helix, Disulfide bond, Secreted, Cell membrane, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Endoplasmic reticulum, Glycoprotein",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-T27_CD8B1,MHC-I,H2-T27,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-T27  - Cd8b1,False,H2-T27,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Transmembrane helix, Disulfide bond, Secreted, Cell membrane, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Endoplasmic reticulum, Glycoprotein",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-M5_CD8B1,MHC-I,H2-M5,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-m5  - Cd8b1,False,H2-M5,MHC class I,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen, Lysosome membrane, Early endosome membrane, Secreted, Cell projection, Alpha chain G]: Secreted, Early endosome, Filopodium membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure, Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein, Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-T25_CD8B1,MHC-I,H2-T25,Cd8b1,,,,,KEGG: mmu04514,Cell-Cell Contact,H2-T25  - Cd8b1,False,H2-T25,MHC class I,"Endoplasmic reticulum, Cell membrane, GPI-anchor","Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, Lipoprotein, GPI-anchor, Transmembrane helix, Disulfide bond, Secreted, Cell membrane, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Immunity, Membrane, Signal, Reference proteome, Host-virus interaction, GPI-anchor, Lipoprotein, Cell membrane, Disulfide bond, 3D-structure, Endoplasmic reticulum, Glycoprotein",,True,Cd8b1,,Cell membrane,"Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Secreted, Alternative splicing, Lipoprotein, Phosphoprotein, Palmitate",Unclassified,Unclassified,,secreted,True,CellChatDB v1
H2-D1_KIR3DL1,MHC-I,H2-D1,Kir3dl1,,,,,PMID: 28484462,Cell-Cell Contact,H2-d1  - Kir3dl1,False,H2-D1,MHC class I,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen, Lysosome membrane, Early endosome membrane, Secreted, Cell projection, Alpha chain G]: Secreted, Early endosome, Filopodium membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure, Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein, Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Glycoprotein",,True,Kir3dl1,Immunoglobulin,"Cell membrane, Early endosome membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, Glycoprotein, Alternative splicing, 3D-structure, Direct protein sequencing, Endosome",Receptors,IG;KIR,,,True,CellChatDB v1
H2-K1_KIR3DL1,MHC-I,H2-K1,Kir3dl1,,,,,PMID: 28484462,Cell-Cell Contact,H2-k1  - Kir3dl1,False,H2-K1,MHC class I,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen, Lysosome membrane, Early endosome membrane, Secreted, Cell projection, Alpha chain G]: Secreted, Early endosome, Filopodium membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure, Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein, Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,True,Kir3dl1,Immunoglobulin,"Cell membrane, Early endosome membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, Glycoprotein, Alternative splicing, 3D-structure, Direct protein sequencing, Endosome",Receptors,IG;KIR,,,True,CellChatDB v1
H2-Q1_KIR3DL1,MHC-I,H2-Q1,Kir3dl1,,,,,PMID: 28484462,Cell-Cell Contact,H2-q1  - Kir3dl1,False,H2-Q1,MHC class I,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen, Lysosome membrane, Early endosome membrane, Secreted, Cell projection, Alpha chain G]: Secreted, Early endosome, Filopodium membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure, Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein, Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Glycoprotein",,True,Kir3dl1,Immunoglobulin,"Cell membrane, Early endosome membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, Glycoprotein, Alternative splicing, 3D-structure, Direct protein sequencing, Endosome",Receptors,IG;KIR,,,True,CellChatDB v1
H2-Q10_KIR3DL1,MHC-I,H2-Q10,Kir3dl1,,,,,PMID: 28484462,Cell-Cell Contact,H2-q10  - Kir3dl1,False,H2-Q10,MHC class I,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen, Lysosome membrane, Early endosome membrane, Secreted, Cell projection, Alpha chain G]: Secreted, Early endosome, Filopodium membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure, Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein, Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,True,Kir3dl1,Immunoglobulin,"Cell membrane, Early endosome membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, Glycoprotein, Alternative splicing, 3D-structure, Direct protein sequencing, Endosome",Receptors,IG;KIR,,,True,CellChatDB v1
H2-Q2_KIR3DL1,MHC-I,H2-Q2,Kir3dl1,,,,,PMID: 28484462,Cell-Cell Contact,H2-q2  - Kir3dl1,False,H2-Q2,MHC class I,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen, Lysosome membrane, Early endosome membrane, Secreted, Cell projection, Alpha chain G]: Secreted, Early endosome, Filopodium membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure, Lysosome, Immunity, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, MHC I, Transmembrane, Alternative splicing, 3D-structure, Endosome, Glycoprotein, Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, MHC I, 3D-structure, Endosome",,True,Kir3dl1,Immunoglobulin,"Cell membrane, Early endosome membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, Glycoprotein, Alternative splicing, 3D-structure, Direct protein sequencing, Endosome",Receptors,IG;KIR,,,True,CellChatDB v1
H2-Q4_KIR3DL1,MHC-I,H2-Q4,Kir3dl1,,,,,PMID: 28484462,Cell-Cell Contact,H2-q4  - Kir3dl1,False,H2-Q4,MHC class I,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Alpha chain E]: Secreted, [Soluble HLA class I histocompatibility antigen","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, MHC I, Phosphoprotein, Sulfation, Direct protein sequencing, 3D-structure, Ubl conjugation, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Direct protein sequencing, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, 3D-structure, Immunity, Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, MHC I, Golgi apparatus, 3D-structure",,True,Kir3dl1,Immunoglobulin,"Cell membrane, Early endosome membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Repeat, Glycoprotein, Alternative splicing, 3D-structure, Direct protein sequencing, Endosome",Receptors,IG;KIR,,,True,CellChatDB v1
